KEGG_ID,Name,Path
K00248,butyryl-CoA dehydrogenase [EC:1.3.8.1],"Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
K00249,acyl-CoA dehydrogenase [EC:1.3.8.7],"Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Organismal Systems; Endocrine system; PPAR signaling pathway"
K00252,glutaryl-CoA dehydrogenase [EC:1.3.8.6],Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation
K00253,isovaleryl-CoA dehydrogenase [EC:1.3.8.4],"Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
K00254,dihydroorotate dehydrogenase [EC:1.3.5.2],Metabolism; Nucleotide metabolism; Pyrimidine metabolism
K00259,alanine dehydrogenase [EC:1.4.1.1],"Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Metabolism of other amino acids; Taurine and hypotaurine metabolism"
K00262,glutamate dehydrogenase (NADP+) [EC:1.4.1.4],"Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Arginine biosynthesis"
K00263,leucine dehydrogenase [EC:1.4.1.9],"Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis"
K00264,glutamate synthase (NADH) [EC:1.4.1.14],"Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism"
K00265,glutamate synthase (NADPH) large chain [EC:1.4.1.13],"Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases"
K00266,glutamate synthase (NADPH) small chain [EC:1.4.1.13],"Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism"
K00274,monoamine oxidase [EC:1.4.3.4],"Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Biosynthesis of other secondary metabolites; Isoquinoline alkaloid biosynthesis | Metabolism; Xenobiotics biodegradation and metabolism; Drug metabolism - cytochrome P450 | Organismal Systems; Nervous system; Dopaminergic synapse | Organismal Systems; Nervous system; Serotonergic synapse | Human Diseases; Substance dependence; Cocaine addiction | Human Diseases; Substance dependence; Amphetamine addiction | Human Diseases; Substance dependence; Alcoholism"
K00275,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],Metabolism; Metabolism of cofactors and vitamins; Vitamin B6 metabolism
K00276,primary-amine oxidase [EC:1.4.3.21],"Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Tyrosine metabolism | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Biosynthesis of other secondary metabolites; Isoquinoline alkaloid biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis"
K00278,L-aspartate oxidase [EC:1.4.3.16],"Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism"
K00281,glycine dehydrogenase [EC:1.4.4.2],"Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K00284,glutamate synthase (ferredoxin) [EC:1.4.7.1],Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Nitrogen metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases
K00285,D-amino-acid dehydrogenase [EC:1.4.5.1],Metabolism; Amino acid metabolism; Phenylalanine metabolism
K00286,pyrroline-5-carboxylate reductase [EC:1.5.1.2],Metabolism; Amino acid metabolism; Arginine and proline metabolism
K00287,dihydrofolate reductase [EC:1.5.1.3],Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Human Diseases; Drug resistance: Antineoplastic; Antifolate resistance
K00288,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3],Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome
K00290,"saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]",Metabolism; Amino acid metabolism; Lysine biosynthesis | Metabolism; Amino acid metabolism; Lysine degradation
K00294,1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88],"Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Arginine and proline metabolism"
K00297,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20],Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Human Diseases; Drug resistance: Antineoplastic; Antifolate resistance
K00299,FMN reductase [EC:1.5.1.38],Metabolism; Energy metabolism; Sulfur metabolism | Metabolism; Metabolism of cofactors and vitamins; Riboflavin metabolism
K00301,sarcosine oxidase [EC:1.5.3.1],"Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K00302,"sarcosine oxidase, subunit alpha [EC:1.5.3.1]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K00303,"sarcosine oxidase, subunit beta [EC:1.5.3.1]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K00304,"sarcosine oxidase, subunit delta [EC:1.5.3.1]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K00305,"sarcosine oxidase, subunit gamma [EC:1.5.3.1]","Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K00311,electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00313,electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00314,sarcosine dehydrogenase [EC:1.5.8.3],"Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"
K00322,NAD(P) transhydrogenase [EC:1.6.1.1],Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism
K00323,H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1],Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism
K00324,H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1],Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism
K00325,H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1],Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism
K00326,cytochrome-b5 reductase [EC:1.6.2.2],Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism
K00327,NADPH-ferrihemoprotein reductase [EC:1.6.2.4],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00330,NADH-quinone oxidoreductase subunit A [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00331,NADH-quinone oxidoreductase subunit B [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00332,NADH-quinone oxidoreductase subunit C [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00333,NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00334,NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00335,NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00336,NADH-quinone oxidoreductase subunit G [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00337,NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00338,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00339,NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00340,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00341,NADH-quinone oxidoreductase subunit L [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00342,NADH-quinone oxidoreductase subunit M [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00343,NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],Metabolism; Energy metabolism; Oxidative phosphorylation
K00344,NADPH2:quinone reductase [EC:1.6.5.5],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00346,Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00347,Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00348,Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00349,Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00350,Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00351,Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00354,NADPH2 dehydrogenase [EC:1.6.99.1],Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers
K00355,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],Metabolism; Metabolism of cofactors and vitamins; Ubiquinone and other terpenoid-quinone biosynthesis | Human Diseases; Cancers: Overview; Pathways in cancer | Human Diseases; Cancers: Specific types; Hepatocellular carcinoma | Human Diseases; Cardiovascular diseases; Fluid shear stress and atherosclerosis
K00357,dihydropteridine reductase [EC:1.5.1.34],Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis
K00362,nitrite reductase (NADH) large subunit [EC:1.7.1.15],Metabolism; Energy metabolism; Nitrogen metabolism
K00363,nitrite reductase (NADH) small subunit [EC:1.7.1.15],Metabolism; Energy metabolism; Nitrogen metabolism
K00364,GMP reductase [EC:1.7.1.7],Metabolism; Nucleotide metabolism; Purine metabolism
K00370,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",Metabolism; Energy metabolism; Nitrogen metabolism | Environmental Information Processing; Signal transduction; Two-component system
K00371,"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]",Metabolism; Energy metabolism; Nitrogen metabolism | Environmental Information Processing; Signal transduction; Two-component system
K00372,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],Metabolism; Energy metabolism; Nitrogen metabolism
K00373,nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW,Environmental Information Processing; Signal transduction; Two-component system
K00375,GntR family transcriptional regulator / MocR family aminotransferase,Brite Hierarchies; Protein families: genetic information processing; Transcription factors
K00380,sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2],Metabolism; Energy metabolism; Sulfur metabolism
K00381,sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2],Metabolism; Energy metabolism; Sulfur metabolism
K00382,dihydrolipoamide dehydrogenase [EC:1.8.1.4],"Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
K00383,glutathione reductase (NADPH) [EC:1.8.1.7],Metabolism; Metabolism of other amino acids; Glutathione metabolism | Organismal Systems; Endocrine system; Thyroid hormone synthesis
K00384,thioredoxin reductase (NADPH) [EC:1.8.1.9],Metabolism; Metabolism of other amino acids; Selenocompound metabolism
K00387,sulfite oxidase [EC:1.8.3.1],Metabolism; Energy metabolism; Sulfur metabolism
K00390,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],Metabolism; Energy metabolism; Sulfur metabolism
K00404,cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1],Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system
K00405,cytochrome c oxidase cbb3-type subunit II,Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system
K00406,cytochrome c oxidase cbb3-type subunit III,Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system
K00407,cytochrome c oxidase cbb3-type subunit IV,Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system
K00411,ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8],Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system | Organismal Systems; Circulatory system; Cardiac muscle contraction | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD)
K00412,ubiquinol-cytochrome c reductase cytochrome b subunit,Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system | Organismal Systems; Circulatory system; Cardiac muscle contraction | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD) | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis
